-----------------------------------
Unigrams and their probabilities:
compiled? has probability 5.8991829631596025e-06
tens has probability 5.8991829631596025e-06
alone has probability 5.8991829631596025e-06
favored? has probability 5.8991829631596025e-06
subsidies? has probability 5.8991829631596025e-06
states, has probability 5.8991829631596025e-06
featuring has probability 5.8991829631596025e-06
commissioned has probability 5.8991829631596025e-06
officers, has probability 5.8991829631596025e-06
studied? has probability 5.8991829631596025e-06
daniel has probability 5.8991829631596025e-06
cubans has probability 5.8991829631596025e-06
curtailed has probability 5.8991829631596025e-06
transportation? has probability 5.8991829631596025e-06
broadcasts has probability 5.8991829631596025e-06
thermometric has probability 5.8991829631596025e-06
thermoelectric has probability 5.8991829631596025e-06
lights has probability 5.8991829631596025e-06
also? has probability 5.8991829631596025e-06
aggravated has probability 5.8991829631596025e-06
commerce's has probability 5.8991829631596025e-06
illinois, has probability 5.8991829631596025e-06
indiana has probability 5.8991829631596025e-06
kentucky has probability 5.8991829631596025e-06
tornadoes has probability 5.8991829631596025e-06
wabash? has probability 5.8991829631596025e-06
command has probability 5.8991829631596025e-06
post? has probability 5.8991829631596025e-06
shevardnadze has probability 5.8991829631596025e-06
announcements has probability 5.8991829631596025e-06
eliminating has probability 5.8991829631596025e-06
directing has probability 5.8991829631596025e-06
occupation has probability 5.8991829631596025e-06
commanding has probability 5.8991829631596025e-06
harbored has probability 5.8991829631596025e-06
monarch has probability 5.8991829631596025e-06
commands, has probability 5.8991829631596025e-06
finally has probability 5.8991829631596025e-06
punishment? has probability 5.8991829631596025e-06
weren't? has probability 5.8991829631596025e-06
emperor? has probability 5.8991829631596025e-06
nowadays? has probability 5.8991829631596025e-06
propped has probability 5.8991829631596025e-06
april has probability 5.8991829631596025e-06
inconsequential? has probability 5.8991829631596025e-06
hesitation? has probability 5.8991829631596025e-06
money-saver? has probability 5.8991829631596025e-06
rates, has probability 5.8991829631596025e-06
clyde has probability 5.8991829631596025e-06
england, has probability 5.8991829631596025e-06
destination?where has probability 5.8991829631596025e-06
aviation has probability 5.8991829631596025e-06
mistake has probability 5.8991829631596025e-06
shearing? has probability 5.8991829631596025e-06
careened has probability 5.8991829631596025e-06
unagreeable has probability 5.8991829631596025e-06
emerge? has probability 5.8991829631596025e-06
king's has probability 5.8991829631596025e-06
western-style has probability 5.8991829631596025e-06
beijing has probability 5.8991829631596025e-06
viable has probability 5.8991829631596025e-06
amongst has probability 5.8991829631596025e-06
celebrity has probability 5.8991829631596025e-06
renovating has probability 5.8991829631596025e-06
strange has probability 5.8991829631596025e-06
lonely? has probability 5.8991829631596025e-06
remodeled has probability 5.8991829631596025e-06
thick? has probability 5.8991829631596025e-06
brick has probability 5.8991829631596025e-06
shell? has probability 5.8991829631596025e-06
alterations has probability 5.8991829631596025e-06
temblor has probability 5.8991829631596025e-06
guest has probability 5.8991829631596025e-06
bent has probability 5.8991829631596025e-06
energetic? has probability 5.8991829631596025e-06
refuse? has probability 5.8991829631596025e-06
declaration has probability 5.8991829631596025e-06
biological has probability 5.8991829631596025e-06
winning? has probability 5.8991829631596025e-06
savant? has probability 5.8991829631596025e-06
movie-goers has probability 5.8991829631596025e-06
collerate has probability 5.8991829631596025e-06
confirms has probability 5.8991829631596025e-06
43 has probability 5.8991829631596025e-06
causing? has probability 5.8991829631596025e-06
monitor has probability 5.8991829631596025e-06
koop has probability 5.8991829631596025e-06
cigarettes? has probability 5.8991829631596025e-06
celestial has probability 5.8991829631596025e-06
devour has probability 5.8991829631596025e-06
pulsars has probability 5.8991829631596025e-06
second? has probability 5.8991829631596025e-06
superdense has probability 5.8991829631596025e-06
fruchter has probability 5.8991829631596025e-06
companion? has probability 5.8991829631596025e-06
classed has probability 5.8991829631596025e-06
star's has probability 5.8991829631596025e-06
companion has probability 5.8991829631596025e-06
28 has probability 5.8991829631596025e-06
murdered has probability 5.8991829631596025e-06
1981 has probability 5.8991829631596025e-06
quadruple has probability 5.8991829631596025e-06
knees has probability 5.8991829631596025e-06
robbed has probability 5.8991829631596025e-06
nash? has probability 5.8991829631596025e-06
holmes has probability 5.8991829631596025e-06
battling has probability 5.8991829631596025e-06
tossing has probability 5.8991829631596025e-06
vienna? has probability 5.8991829631596025e-06
unconventional has probability 5.8991829631596025e-06
agreements? has probability 5.8991829631596025e-06
fretful has probability 5.8991829631596025e-06
cyrus? has probability 5.8991829631596025e-06
outrank has probability 5.8991829631596025e-06
narcotics? has probability 5.8991829631596025e-06
narcotics has probability 5.8991829631596025e-06
dea? has probability 5.8991829631596025e-06
dea has probability 5.8991829631596025e-06
add? has probability 5.8991829631596025e-06
prevention, has probability 5.8991829631596025e-06
effectiveness? has probability 5.8991829631596025e-06
someone? has probability 5.8991829631596025e-06
fraught? has probability 5.8991829631596025e-06
knocked has probability 5.8991829631596025e-06
excited? has probability 5.8991829631596025e-06
knock has probability 5.8991829631596025e-06
gov. has probability 5.8991829631596025e-06
schlesinger? has probability 5.8991829631596025e-06
selection has probability 5.8991829631596025e-06
oppose? has probability 5.8991829631596025e-06
spurred has probability 5.8991829631596025e-06
weaponry? has probability 5.8991829631596025e-06
taxpayers? has probability 5.8991829631596025e-06
amend has probability 5.8991829631596025e-06
20? has probability 5.8991829631596025e-06
shultz's has probability 5.8991829631596025e-06
directly? has probability 5.8991829631596025e-06
bother has probability 5.8991829631596025e-06
prestige? has probability 5.8991829631596025e-06
powers has probability 5.8991829631596025e-06
mislead has probability 5.8991829631596025e-06
congressman? has probability 5.8991829631596025e-06
coors has probability 5.8991829631596025e-06
iran? has probability 5.8991829631596025e-06
prosecution? has probability 5.8991829631596025e-06
declassify has probability 5.8991829631596025e-06
interagency has probability 5.8991829631596025e-06
reagan’s has probability 5.8991829631596025e-06
legacy? has probability 5.8991829631596025e-06
prosperity has probability 5.8991829631596025e-06
reborn? has probability 5.8991829631596025e-06
creative has probability 5.8991829631596025e-06
genius has probability 5.8991829631596025e-06
prosperity? has probability 5.8991829631596025e-06
deficits has probability 5.8991829631596025e-06
drown has probability 5.8991829631596025e-06
prejudiced? has probability 5.8991829631596025e-06
basing has probability 5.8991829631596025e-06
crumbling? has probability 5.8991829631596025e-06
nuke has probability 5.8991829631596025e-06
warfare? has probability 5.8991829631596025e-06
decreasing? has probability 5.8991829631596025e-06
41-year has probability 5.8991829631596025e-06
commission's has probability 5.8991829631596025e-06
cheif/nuclear has probability 5.8991829631596025e-06
warfare has probability 5.8991829631596025e-06
lima has probability 5.8991829631596025e-06
cronica has probability 5.8991829631596025e-06
printed has probability 5.8991829631596025e-06
coca-growing has probability 5.8991829631596025e-06
insurgent has probability 5.8991829631596025e-06
rebelling? has probability 5.8991829631596025e-06
incriminate has probability 5.8991829631596025e-06
salvatore has probability 5.8991829631596025e-06
\""totuccio\"" has probability 5.8991829631596025e-06
contorno has probability 5.8991829631596025e-06
predominantly has probability 5.8991829631596025e-06
honeymoon has probability 5.8991829631596025e-06
regan has probability 5.8991829631596025e-06
malcolm has probability 5.8991829631596025e-06
baldrige has probability 5.8991829631596025e-06
secretaries has probability 5.8991829631596025e-06
denounced has probability 5.8991829631596025e-06
appointments has probability 5.8991829631596025e-06
unacceptable? has probability 5.8991829631596025e-06
jack has probability 5.8991829631596025e-06
kemp has probability 5.8991829631596025e-06
hailed has probability 5.8991829631596025e-06
hero? has probability 5.8991829631596025e-06
budgetary has probability 5.8991829631596025e-06
experiments? has probability 5.8991829631596025e-06
laboratory has probability 5.8991829631596025e-06
parents?! has probability 5.8991829631596025e-06
experimentation has probability 5.8991829631596025e-06
furthered? has probability 5.8991829631596025e-06
\""choice has probability 5.8991829631596025e-06
plans\"" has probability 5.8991829631596025e-06
\""other has probability 5.8991829631596025e-06
reforms\""? has probability 5.8991829631596025e-06
setting? has probability 5.8991829631596025e-06
protracted? has probability 5.8991829631596025e-06
subset has probability 5.8991829631596025e-06
satire? has probability 5.8991829631596025e-06
conductor has probability 5.8991829631596025e-06
mstislav has probability 5.8991829631596025e-06
rostropovich has probability 5.8991829631596025e-06
premiere? has probability 5.8991829631596025e-06
copy has probability 5.8991829631596025e-06
attended has probability 5.8991829631596025e-06
recommendations? has probability 5.8991829631596025e-06
panelists has probability 5.8991829631596025e-06
expressed has probability 5.8991829631596025e-06
pleasure? has probability 5.8991829631596025e-06
regional has probability 5.8991829631596025e-06
restarted? has probability 5.8991829631596025e-06
couldn’t has probability 5.8991829631596025e-06
seals? has probability 5.8991829631596025e-06
sewer has probability 5.8991829631596025e-06
hook has probability 5.8991829631596025e-06
wilburt has probability 5.8991829631596025e-06
siegel has probability 5.8991829631596025e-06
prisoner? has probability 5.8991829631596025e-06
imprison has probability 5.8991829631596025e-06
charleston has probability 5.8991829631596025e-06
inmates has probability 5.8991829631596025e-06
anastas has probability 5.8991829631596025e-06
wat has probability 5.8991829631596025e-06
reversal? has probability 5.8991829631596025e-06
quote? has probability 5.8991829631596025e-06
quarantine has probability 5.8991829631596025e-06
skiers has probability 5.8991829631596025e-06
operators has probability 5.8991829631596025e-06
resorts has probability 5.8991829631596025e-06
spell has probability 5.8991829631596025e-06
mitigated has probability 5.8991829631596025e-06
moisture? has probability 5.8991829631596025e-06
po has probability 5.8991829631596025e-06
judy has probability 5.8991829631596025e-06
kaye has probability 5.8991829631596025e-06
composed has probability 5.8991829631596025e-06
thomas? has probability 5.8991829631596025e-06
jagged has probability 5.8991829631596025e-06
vocal has probability 5.8991829631596025e-06
libya? has probability 5.8991829631596025e-06
supplied? has probability 5.8991829631596025e-06
antebellum? has probability 5.8991829631596025e-06
wealthy? has probability 5.8991829631596025e-06
introducing has probability 5.8991829631596025e-06
license? has probability 5.8991829631596025e-06
\""septic has probability 5.8991829631596025e-06
tank\""? has probability 5.8991829631596025e-06
disposal? has probability 5.8991829631596025e-06
hazardous? has probability 5.8991829631596025e-06
southeast? has probability 5.8991829631596025e-06
comedian has probability 5.8991829631596025e-06
comedian? has probability 5.8991829631596025e-06
repercussions? has probability 5.8991829631596025e-06
occupied? has probability 5.8991829631596025e-06
clubs, has probability 5.8991829631596025e-06
theaters has probability 5.8991829631596025e-06
notable? has probability 5.8991829631596025e-06
mention? has probability 5.8991829631596025e-06
balancing has probability 5.8991829631596025e-06
acting? has probability 5.8991829631596025e-06
perpetuated? has probability 5.8991829631596025e-06
indecisiveness? has probability 5.8991829631596025e-06
candidate? has probability 5.8991829631596025e-06
subpoena has probability 5.8991829631596025e-06
resisted? has probability 5.8991829631596025e-06
sentences. has probability 5.8991829631596025e-06
lt. has probability 5.8991829631596025e-06
col. has probability 5.8991829631596025e-06
trial has probability 5.8991829631596025e-06
unidentified has probability 5.8991829631596025e-06
inauguration has probability 5.8991829631596025e-06
mastered has probability 5.8991829631596025e-06
lewczenko has probability 5.8991829631596025e-06
cutter? has probability 5.8991829631596025e-06
lenox has probability 5.8991829631596025e-06
automobile has probability 5.8991829631596025e-06
\""road has probability 5.8991829631596025e-06
test\"" has probability 5.8991829631596025e-06
jumped has probability 5.8991829631596025e-06
insider? has probability 5.8991829631596025e-06
first, has probability 5.8991829631596025e-06
pistol's has probability 5.8991829631596025e-06
trademark? has probability 5.8991829631596025e-06
jeans has probability 5.8991829631596025e-06
editor? has probability 5.8991829631596025e-06
bruce has probability 5.8991829631596025e-06
mccall has probability 5.8991829631596025e-06
subjective? has probability 5.8991829631596025e-06
determine? has probability 5.8991829631596025e-06
guardians? has probability 5.8991829631596025e-06
encouragement? has probability 5.8991829631596025e-06
ellie has probability 5.8991829631596025e-06
elephant? has probability 5.8991829631596025e-06
torpedoman? has probability 5.8991829631596025e-06
businessman? has probability 5.8991829631596025e-06
seagoing has probability 5.8991829631596025e-06
trick has probability 5.8991829631596025e-06
jean-daniel has probability 5.8991829631596025e-06
personally has probability 5.8991829631596025e-06
telephone has probability 5.8991829631596025e-06
non-astronauts has probability 5.8991829631596025e-06
participants? has probability 5.8991829631596025e-06
arabian has probability 5.8991829631596025e-06
prince? has probability 5.8991829631596025e-06
boys? has probability 5.8991829631596025e-06
disparity? has probability 5.8991829631596025e-06
males has probability 5.8991829631596025e-06
caution? has probability 5.8991829631596025e-06
skilled has probability 5.8991829631596025e-06
old-age has probability 5.8991829631596025e-06
offing? has probability 5.8991829631596025e-06
tapped? has probability 5.8991829631596025e-06
growth, has probability 5.8991829631596025e-06
century has probability 5.8991829631596025e-06
referenced, has probability 5.8991829631596025e-06
20th has probability 5.8991829631596025e-06
21st? has probability 5.8991829631596025e-06
wand has probability 5.8991829631596025e-06
j. has probability 5.8991829631596025e-06
hates has probability 5.8991829631596025e-06
bi-partisan has probability 5.8991829631596025e-06
measure's has probability 5.8991829631596025e-06
ceded has probability 5.8991829631596025e-06
replete? has probability 5.8991829631596025e-06
critiques has probability 5.8991829631596025e-06
acquiesce? has probability 5.8991829631596025e-06
urged has probability 5.8991829631596025e-06
bend? has probability 5.8991829631596025e-06
more, has probability 5.8991829631596025e-06
blocked has probability 5.8991829631596025e-06
ithe has probability 5.8991829631596025e-06
automated? has probability 5.8991829631596025e-06
hurdles has probability 5.8991829631596025e-06
futures has probability 5.8991829631596025e-06
'your'? has probability 5.8991829631596025e-06
blacks? has probability 5.8991829631596025e-06
barbara has probability 5.8991829631596025e-06
progressive has probability 5.8991829631596025e-06
husband? has probability 5.8991829631596025e-06
basically has probability 5.8991829631596025e-06
interference. has probability 5.8991829631596025e-06
discontinuing has probability 5.8991829631596025e-06
hardware has probability 5.8991829631596025e-06
50% has probability 5.8991829631596025e-06
functioning has probability 5.8991829631596025e-06
uk? has probability 5.8991829631596025e-06
roi has probability 5.8991829631596025e-06
ceo? has probability 5.8991829631596025e-06
\""circuit has probability 5.8991829631596025e-06
breaker\""? has probability 5.8991829631596025e-06
breaker has probability 5.8991829631596025e-06
breaker? has probability 5.8991829631596025e-06
subcommittee has probability 5.8991829631596025e-06
phelan? has probability 5.8991829631596025e-06
\""collar\"" has probability 5.8991829631596025e-06
\""collar\""? has probability 5.8991829631596025e-06
collar has probability 5.8991829631596025e-06
one-hour has probability 5.8991829631596025e-06
busineses has probability 5.8991829631596025e-06
sectors? has probability 5.8991829631596025e-06
injection has probability 5.8991829631596025e-06
countries’ has probability 5.8991829631596025e-06
criticising? has probability 5.8991829631596025e-06
skittish has probability 5.8991829631596025e-06
barriers has probability 5.8991829631596025e-06
follow-up has probability 5.8991829631596025e-06
rebuff? has probability 5.8991829631596025e-06
combinations? has probability 5.8991829631596025e-06
fractionally has probability 5.8991829631596025e-06
until? has probability 5.8991829631596025e-06
auctions? has probability 5.8991829631596025e-06
trillions has probability 5.8991829631596025e-06
now. has probability 5.8991829631596025e-06
massachusetts? has probability 5.8991829631596025e-06
sets has probability 5.8991829631596025e-06
heavier has probability 5.8991829631596025e-06
belts? has probability 5.8991829631596025e-06
rear has probability 5.8991829631596025e-06
rear? has probability 5.8991829631596025e-06
belts has probability 5.8991829631596025e-06
buy-back has probability 5.8991829631596025e-06
bermuda has probability 5.8991829631596025e-06
huxtable has probability 5.8991829631596025e-06
viewers? has probability 5.8991829631596025e-06
show's has probability 5.8991829631596025e-06
\""cosby\""? has probability 5.8991829631596025e-06
rerun has probability 5.8991829631596025e-06
reruns? has probability 5.8991829631596025e-06
reruns has probability 5.8991829631596025e-06
187 has probability 5.8991829631596025e-06
affiliates? has probability 5.8991829631596025e-06
stations? has probability 5.8991829631596025e-06
episodes? has probability 5.8991829631596025e-06
expressing has probability 5.8991829631596025e-06
emotions has probability 5.8991829631596025e-06
viacom has probability 5.8991829631596025e-06
\""cosby\"" has probability 5.8991829631596025e-06
requiring? has probability 5.8991829631596025e-06
persistent has probability 5.8991829631596025e-06
bearish? has probability 5.8991829631596025e-06
weeks?\n\n has probability 5.8991829631596025e-06
false has probability 5.8991829631596025e-06
relied has probability 5.8991829631596025e-06
dollar-dominated has probability 5.8991829631596025e-06
countries' has probability 5.8991829631596025e-06
semiconductor has probability 5.8991829631596025e-06
semiconductor? has probability 5.8991829631596025e-06
forecasts? has probability 5.8991829631596025e-06
reductions has probability 5.8991829631596025e-06
allows has probability 5.8991829631596025e-06
apologize? has probability 5.8991829631596025e-06
rebuked? has probability 5.8991829631596025e-06
broad? has probability 5.8991829631596025e-06
penny? has probability 5.8991829631596025e-06
equivalent has probability 5.8991829631596025e-06
penny has probability 5.8991829631596025e-06
hhs has probability 5.8991829631596025e-06
\""since has probability 5.8991829631596025e-06
time\""? has probability 5.8991829631596025e-06
learning has probability 5.8991829631596025e-06
repaid? has probability 5.8991829631596025e-06
coincidence? has probability 5.8991829631596025e-06
lent has probability 5.8991829631596025e-06
portfolios has probability 5.8991829631596025e-06
closed-end? has probability 5.8991829631596025e-06
24 has probability 5.8991829631596025e-06
launched has probability 5.8991829631596025e-06
turf has probability 5.8991829631596025e-06
ranging has probability 5.8991829631596025e-06
chile, has probability 5.8991829631596025e-06
austria has probability 5.8991829631596025e-06
portugal? has probability 5.8991829631596025e-06
turf? has probability 5.8991829631596025e-06
capped has probability 5.8991829631596025e-06
corazon has probability 5.8991829631596025e-06
aquino? has probability 5.8991829631596025e-06
japenese has probability 5.8991829631596025e-06
securities-based has probability 5.8991829631596025e-06
purchased? has probability 5.8991829631596025e-06
curb? has probability 5.8991829631596025e-06
containing? has probability 5.8991829631596025e-06
ambitious has probability 5.8991829631596025e-06
declines has probability 5.8991829631596025e-06
steady has probability 5.8991829631596025e-06
quantity? has probability 5.8991829631596025e-06
waches has probability 5.8991829631596025e-06
aren’t has probability 5.8991829631596025e-06
etc. has probability 5.8991829631596025e-06
quantities has probability 5.8991829631596025e-06
watches? has probability 5.8991829631596025e-06
generalized has probability 5.8991829631596025e-06
preferences has probability 5.8991829631596025e-06
categories? has probability 5.8991829631596025e-06
whiting has probability 5.8991829631596025e-06
esso has probability 5.8991829631596025e-06
pty. has probability 5.8991829631596025e-06
11,000 has probability 5.8991829631596025e-06
barrels? has probability 5.8991829631596025e-06
tandy? has probability 5.8991829631596025e-06
crude? has probability 5.8991829631596025e-06
storage? has probability 5.8991829631596025e-06
i? has probability 5.8991829631596025e-06
predecessor has probability 5.8991829631596025e-06
halve has probability 5.8991829631596025e-06
nestor has probability 5.8991829631596025e-06
\""such has probability 5.8991829631596025e-06
stature\""? has probability 5.8991829631596025e-06
owes? has probability 5.8991829631596025e-06
debts? has probability 5.8991829631596025e-06
generated has probability 5.8991829631596025e-06
remove? has probability 5.8991829631596025e-06
dishonoring has probability 5.8991829631596025e-06
realizing? has probability 5.8991829631596025e-06
r has probability 5.8991829631596025e-06
electric-utility has probability 5.8991829631596025e-06
function has probability 5.8991829631596025e-06
hatch has probability 5.8991829631596025e-06
subdivision? has probability 5.8991829631596025e-06
geographically? has probability 5.8991829631596025e-06
relies has probability 5.8991829631596025e-06
creativity has probability 5.8991829631596025e-06
longevity has probability 5.8991829631596025e-06
creatively has probability 5.8991829631596025e-06
supercomputer has probability 5.8991829631596025e-06
sheet has probability 5.8991829631596025e-06
invested has probability 5.8991829631596025e-06
cray's has probability 5.8991829631596025e-06
prototype has probability 5.8991829631596025e-06
completion? has probability 5.8991829631596025e-06
cray-3 has probability 5.8991829631596025e-06
overrun? has probability 5.8991829631596025e-06
apeeal has probability 5.8991829631596025e-06
curry's has probability 5.8991829631596025e-06
payoff? has probability 5.8991829631596025e-06
hampshire has probability 5.8991829631596025e-06
valuation? has probability 5.8991829631596025e-06
judgment? has probability 5.8991829631596025e-06
newsweek has probability 5.8991829631596025e-06
differentiate has probability 5.8991829631596025e-06
rigid has probability 5.8991829631596025e-06
offers? has probability 5.8991829631596025e-06
entice has probability 5.8991829631596025e-06
colorful has probability 5.8991829631596025e-06
sluggishness? has probability 5.8991829631596025e-06
export? has probability 5.8991829631596025e-06
fluctuations? has probability 5.8991829631596025e-06
filters? has probability 5.8991829631596025e-06
crocidolite has probability 5.8991829631596025e-06
resilient has probability 5.8991829631596025e-06
sued? has probability 5.8991829631596025e-06
1956? has probability 5.8991829631596025e-06
state-appointed has probability 5.8991829631596025e-06
final? has probability 5.8991829631596025e-06
preference? has probability 5.8991829631596025e-06
subcontractors? has probability 5.8991829631596025e-06
wedtech? has probability 5.8991829631596025e-06
convey has probability 5.8991829631596025e-06
emotion? has probability 5.8991829631596025e-06
sternberg has probability 5.8991829631596025e-06
principals? has probability 5.8991829631596025e-06
necessitated has probability 5.8991829631596025e-06
cost-cutting? has probability 5.8991829631596025e-06
upjohn has probability 5.8991829631596025e-06
sarcastic has probability 5.8991829631596025e-06
maybe... has probability 5.8991829631596025e-06
restrict has probability 5.8991829631596025e-06
boilers has probability 5.8991829631596025e-06
pipes has probability 5.8991829631596025e-06
lurgi has probability 5.8991829631596025e-06
g.m.b. has probability 5.8991829631596025e-06
mix? has probability 5.8991829631596025e-06
divided? has probability 5.8991829631596025e-06
discriminating? has probability 5.8991829631596025e-06
advocated has probability 5.8991829631596025e-06
judgement has probability 5.8991829631596025e-06
thomas' has probability 5.8991829631596025e-06
nomination? has probability 5.8991829631596025e-06
preclinical has probability 5.8991829631596025e-06
treatments has probability 5.8991829631596025e-06
substance? has probability 5.8991829631596025e-06
clear? has probability 5.8991829631596025e-06
unconsolidated? has probability 5.8991829631596025e-06
komatsu has probability 5.8991829631596025e-06
integrated? has probability 5.8991829631596025e-06
unconsolidated has probability 5.8991829631596025e-06
first-half has probability 5.8991829631596025e-06
pretax? has probability 5.8991829631596025e-06
11% has probability 5.8991829631596025e-06
11%? has probability 5.8991829631596025e-06
31%? has probability 5.8991829631596025e-06
6.53 has probability 5.8991829631596025e-06
7.84 has probability 5.8991829631596025e-06
contras\""? has probability 5.8991829631596025e-06
accuse has probability 5.8991829631596025e-06
brush has probability 5.8991829631596025e-06
militia? has probability 5.8991829631596025e-06
creditors? has probability 5.8991829631596025e-06
justify has probability 5.8991829631596025e-06
1/5 has probability 5.8991829631596025e-06
they’re has probability 5.8991829631596025e-06
ranger has probability 5.8991829631596025e-06
toys? has probability 5.8991829631596025e-06
reorganized has probability 5.8991829631596025e-06
bailout? has probability 5.8991829631596025e-06
adam has probability 5.8991829631596025e-06
draining? has probability 5.8991829631596025e-06
mobile has probability 5.8991829631596025e-06
capitalized has probability 5.8991829631596025e-06
servicing has probability 5.8991829631596025e-06
guaranteed? has probability 5.8991829631596025e-06
underif has probability 5.8991829631596025e-06
carnival has probability 5.8991829631596025e-06
compnayfile has probability 5.8991829631596025e-06
companyto has probability 5.8991829631596025e-06
below? has probability 5.8991829631596025e-06
full-year has probability 5.8991829631596025e-06
assure has probability 5.8991829631596025e-06
cluster has probability 5.8991829631596025e-06
it’s has probability 5.8991829631596025e-06
dunking has probability 5.8991829631596025e-06
donuts has probability 5.8991829631596025e-06
conditional has probability 5.8991829631596025e-06
tendered has probability 5.8991829631596025e-06
fiscally? has probability 5.8991829631596025e-06
aerospace, has probability 5.8991829631596025e-06
supply, has probability 5.8991829631596025e-06
printing-press has probability 5.8991829631596025e-06
heavy-truck has probability 5.8991829631596025e-06
passenger-car has probability 5.8991829631596025e-06
$126.1 has probability 5.8991829631596025e-06
a.l. has probability 5.8991829631596025e-06
merge has probability 5.8991829631596025e-06
0.82 has probability 5.8991829631596025e-06
delisted has probability 5.8991829631596025e-06
steinberg has probability 5.8991829631596025e-06
permission? has probability 5.8991829631596025e-06
filing has probability 5.8991829631596025e-06
undertaken has probability 5.8991829631596025e-06
imbalances? has probability 5.8991829631596025e-06
dingell has probability 5.8991829631596025e-06
sponsor? has probability 5.8991829631596025e-06
dingell’s has probability 5.8991829631596025e-06
house’s has probability 5.8991829631596025e-06
clean-air has probability 5.8991829631596025e-06
michigan? has probability 5.8991829631596025e-06
democrat's has probability 5.8991829631596025e-06
norm? has probability 5.8991829631596025e-06
realized has probability 5.8991829631596025e-06
impacts? has probability 5.8991829631596025e-06
pre-tax has probability 5.8991829631596025e-06
59%? has probability 5.8991829631596025e-06
grouped has probability 5.8991829631596025e-06
gyrations has probability 5.8991829631596025e-06
'gyrations'? has probability 5.8991829631596025e-06
fluctuate has probability 5.8991829631596025e-06
ranges? has probability 5.8991829631596025e-06
1985 has probability 5.8991829631596025e-06
100? has probability 5.8991829631596025e-06
commision? has probability 5.8991829631596025e-06
sense. has probability 5.8991829631596025e-06
guilders has probability 5.8991829631596025e-06
dsm? has probability 5.8991829631596025e-06
restucturing has probability 5.8991829631596025e-06
71 has probability 5.8991829631596025e-06
absurd has probability 5.8991829631596025e-06
limits? has probability 5.8991829631596025e-06
harm? has probability 5.8991829631596025e-06
merchant has probability 5.8991829631596025e-06
risky has probability 5.8991829631596025e-06
downgraded? has probability 5.8991829631596025e-06
realizing has probability 5.8991829631596025e-06
ious? has probability 5.8991829631596025e-06
reed has probability 5.8991829631596025e-06
usd, has probability 5.8991829631596025e-06
euro's? has probability 5.8991829631596025e-06
#34 has probability 5.8991829631596025e-06
assuming has probability 5.8991829631596025e-06
answered. has probability 5.8991829631596025e-06
again. has probability 5.8991829631596025e-06
giants has probability 5.8991829631596025e-06
upgrades has probability 5.8991829631596025e-06
fix? has probability 5.8991829631596025e-06
tag has probability 5.8991829631596025e-06
candlewick has probability 5.8991829631596025e-06
deliberated? has probability 5.8991829631596025e-06
who, has probability 5.8991829631596025e-06
earns has probability 5.8991829631596025e-06
spreads? has probability 5.8991829631596025e-06
productivity? has probability 5.8991829631596025e-06
c. has probability 5.8991829631596025e-06
walbrecher has probability 5.8991829631596025e-06
fidelity has probability 5.8991829631596025e-06
vacant has probability 5.8991829631596025e-06
appointment? has probability 5.8991829631596025e-06
appointment has probability 5.8991829631596025e-06
taylor has probability 5.8991829631596025e-06
kane has probability 5.8991829631596025e-06
taylor? has probability 5.8991829631596025e-06
current-carrying has probability 5.8991829631596025e-06
crystals? has probability 5.8991829631596025e-06
crystal has probability 5.8991829631596025e-06
lattice? has probability 5.8991829631596025e-06
\""moderately has probability 5.8991829631596025e-06
field\""? has probability 5.8991829631596025e-06
yttrium? has probability 5.8991829631596025e-06
cooling? has probability 5.8991829631596025e-06
yttrium has probability 5.8991829631596025e-06
cooling has probability 5.8991829631596025e-06
\""bulk\"" has probability 5.8991829631596025e-06
racket? has probability 5.8991829631596025e-06
similarly has probability 5.8991829631596025e-06
egnuss? has probability 5.8991829631596025e-06
echoing has probability 5.8991829631596025e-06
halted? has probability 5.8991829631596025e-06
halted has probability 5.8991829631596025e-06
trader has probability 5.8991829631596025e-06
democrats? has probability 5.8991829631596025e-06
$30 has probability 5.8991829631596025e-06
$20,000 has probability 5.8991829631596025e-06
\""'interest-rate has probability 5.8991829631596025e-06
transactions\""? has probability 5.8991829631596025e-06
gilt has probability 5.8991829631596025e-06
promotion has probability 5.8991829631596025e-06
versa has probability 5.8991829631596025e-06
lineup? has probability 5.8991829631596025e-06
vacations has probability 5.8991829631596025e-06
herald has probability 5.8991829631596025e-06
examiner has probability 5.8991829631596025e-06
newspapers? has probability 5.8991829631596025e-06
periodicals has probability 5.8991829631596025e-06
dailies has probability 5.8991829631596025e-06
pasadena has probability 5.8991829631596025e-06
belt? has probability 5.8991829631596025e-06
devastating? has probability 5.8991829631596025e-06
belt's has probability 5.8991829631596025e-06
adversity? has probability 5.8991829631596025e-06
$57.7 has probability 5.8991829631596025e-06
statistics? has probability 5.8991829631596025e-06
submitted has probability 5.8991829631596025e-06
s.i. has probability 5.8991829631596025e-06
abrupt has probability 5.8991829631596025e-06
unheard has probability 5.8991829631596025e-06
submit has probability 5.8991829631596025e-06
minute? has probability 5.8991829631596025e-06
gut? has probability 5.8991829631596025e-06
wednesday, has probability 5.8991829631596025e-06
year(s) has probability 5.8991829631596025e-06
10.5%? has probability 5.8991829631596025e-06
centers has probability 5.8991829631596025e-06
r. has probability 5.8991829631596025e-06
campbell's has probability 5.8991829631596025e-06
soup? has probability 5.8991829631596025e-06
strong? has probability 5.8991829631596025e-06
